financial_year,health_board,icd10codes,discharge_count,discharge_count_qf,discharge_rates,discharge_rates_qf,patients_count,patient_count_qf,patients_rates,patient_rates_qf,hospital_residents_count,hospital_residents_count_qf,hospital_residents_rates,hospital_residents_rates_qf,diagnosis_grouping
2011,NHS Grampian,F40 - F49,210,NA,36.87,NA,170,NA,29.85,NA,10,NA,1.76,NA,"Neurotic, Stress-related & Somatoform Disorders"
2011,NHS Grampian,F00 - F09 or Chapter G and second position F00,590,NA,103.59,NA,390,NA,68.47,NA,70,NA,12.29,NA,"Organic, Including Symptomatic Mental Disorders"
2011,NHS Grampian,"F50 - F59, F70 - F99",70,NA,12.29,NA,60,NA,10.53,NA,10,NA,1.76,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2011,NHS Grampian,F20 - F29,540,NA,94.81,NA,370,NA,64.96,NA,90,NA,15.8,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2011,NHS Greater Glasgow and Clyde,F60 - F69,340,NA,29.95,NA,230,NA,20.26,NA,30,NA,2.64,NA,Disorders of Adult Personality & Behaviour
2011,NHS Greater Glasgow and Clyde,F10 - F19,3970,NA,349.66,NA,2360,NA,207.86,NA,50,NA,4.4,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2011,NHS Greater Glasgow and Clyde,F30 - F39,1290,NA,113.62,NA,1020,NA,89.84,NA,180,NA,15.85,NA,Mood Disorders
2011,NHS Greater Glasgow and Clyde,F40 - F49,500,NA,44.04,NA,420,NA,36.99,NA,30,NA,2.64,NA,"Neurotic, Stress-related & Somatoform Disorders"
2011,NHS Greater Glasgow and Clyde,F00 - F09 or Chapter G and second position F00,1660,NA,146.2,NA,1100,NA,96.88,NA,280,NA,24.66,NA,"Organic, Including Symptomatic Mental Disorders"
2011,NHS Greater Glasgow and Clyde,"F50 - F59, F70 - F99",140,NA,12.33,NA,120,NA,10.57,NA,40,NA,3.52,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2011,NHS Greater Glasgow and Clyde,F20 - F29,1420,NA,125.07,NA,1000,NA,88.07,NA,380,NA,33.47,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2011,NHS Highland,F60 - F69,130,NA,40.42,NA,100,NA,31.09,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2011,NHS Highland,F10 - F19,780,NA,242.49,NA,540,NA,167.88,NA,10,NA,3.11,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2011,NHS Highland,F30 - F39,310,NA,96.38,NA,250,NA,77.72,NA,40,NA,12.44,NA,Mood Disorders
2011,NHS Highland,F40 - F49,140,NA,43.52,NA,120,NA,37.31,NA,10,NA,3.11,NA,"Neurotic, Stress-related & Somatoform Disorders"
2011,NHS Highland,F00 - F09 or Chapter G and second position F00,400,NA,124.35,NA,280,NA,87.05,NA,50,NA,15.54,NA,"Organic, Including Symptomatic Mental Disorders"
2011,NHS Highland,"F50 - F59, F70 - F99",20,NA,6.22,NA,20,NA,6.22,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2011,NHS Highland,F20 - F29,300,NA,93.27,NA,220,NA,68.4,NA,50,NA,15.54,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2011,NHS Lanarkshire,F60 - F69,90,NA,13.81,NA,70,NA,10.74,NA,10,NA,1.53,NA,Disorders of Adult Personality & Behaviour
2011,NHS Lanarkshire,F10 - F19,1470,NA,225.59,NA,990,NA,151.93,NA,20,NA,3.07,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2011,NHS Lanarkshire,F30 - F39,780,NA,119.7,NA,650,NA,99.75,NA,60,NA,9.21,NA,Mood Disorders
2011,NHS Lanarkshire,F40 - F49,290,NA,44.5,NA,240,NA,36.83,NA,10,NA,1.53,NA,"Neurotic, Stress-related & Somatoform Disorders"
2011,NHS Lanarkshire,F00 - F09 or Chapter G and second position F00,820,NA,125.84,NA,450,NA,69.06,NA,130,NA,19.95,NA,"Organic, Including Symptomatic Mental Disorders"
2011,NHS Lanarkshire,"F50 - F59, F70 - F99",40,NA,6.14,NA,30,NA,4.6,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2011,NHS Lanarkshire,F20 - F29,410,NA,62.92,NA,300,NA,46.04,NA,100,NA,15.35,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2011,NHS Lothian,F60 - F69,190,NA,22.71,NA,130,NA,15.54,NA,20,NA,2.39,NA,Disorders of Adult Personality & Behaviour
2011,NHS Lothian,F10 - F19,1440,NA,172.12,NA,1020,NA,121.92,NA,20,NA,2.39,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2011,NHS Lothian,F30 - F39,990,NA,118.33,NA,740,NA,88.45,NA,90,NA,10.76,NA,Mood Disorders
2011,NHS Lothian,F40 - F49,380,NA,45.42,NA,300,NA,35.86,NA,10,NA,1.2,NA,"Neurotic, Stress-related & Somatoform Disorders"
2011,NHS Lothian,F00 - F09 or Chapter G and second position F00,1850,NA,221.13,NA,1100,NA,131.48,NA,230,NA,27.49,NA,"Organic, Including Symptomatic Mental Disorders"
2011,NHS Lothian,"F50 - F59, F70 - F99",110,NA,13.15,NA,90,NA,10.76,NA,10,NA,1.2,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2011,NHS Lothian,F20 - F29,720,NA,86.06,NA,530,NA,63.35,NA,200,NA,23.91,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2011,NHS Orkney,F60 - F69,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Disorders of Adult Personality & Behaviour
2011,NHS Orkney,F10 - F19,30,NA,140.06,NA,30,NA,140.06,NA,NA,:,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2011,NHS Orkney,F30 - F39,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Mood Disorders
2011,NHS Orkney,F40 - F49,10,NA,46.69,NA,10,NA,46.69,NA,NA,:,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
2011,NHS Orkney,F00 - F09 or Chapter G and second position F00,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,"Organic, Including Symptomatic Mental Disorders"
2011,NHS Orkney,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
2011,NHS Orkney,F20 - F29,20,NA,93.37,NA,10,NA,46.69,NA,NA,:,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
2011,NHS Shetland,F60 - F69,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Disorders of Adult Personality & Behaviour
2011,NHS Shetland,F10 - F19,40,NA,172.12,NA,30,NA,129.09,NA,NA,:,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2011,NHS Shetland,F30 - F39,20,NA,86.06,NA,20,NA,86.06,NA,NA,:,NA,:,Mood Disorders
2011,NHS Shetland,F40 - F49,10,NA,43.03,NA,10,NA,43.03,NA,NA,:,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
2011,NHS Shetland,F00 - F09 or Chapter G and second position F00,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,"Organic, Including Symptomatic Mental Disorders"
2011,NHS Shetland,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
2011,NHS Shetland,F20 - F29,10,NA,43.03,NA,10,NA,43.03,NA,NA,:,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
2011,NHS Tayside,F60 - F69,80,NA,19.5,NA,50,NA,12.19,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2011,NHS Tayside,F10 - F19,720,NA,175.5,NA,520,NA,126.75,NA,10,NA,2.44,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2011,NHS Tayside,F30 - F39,540,NA,131.63,NA,410,NA,99.94,NA,50,NA,12.19,NA,Mood Disorders
2011,NHS Tayside,F40 - F49,180,NA,43.88,NA,160,NA,39,NA,10,NA,2.44,NA,"Neurotic, Stress-related & Somatoform Disorders"
2011,NHS Tayside,F00 - F09 or Chapter G and second position F00,540,NA,131.63,NA,420,NA,102.38,NA,100,NA,24.38,NA,"Organic, Including Symptomatic Mental Disorders"
2011,NHS Tayside,"F50 - F59, F70 - F99",40,NA,9.75,NA,30,NA,7.31,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2011,NHS Tayside,F20 - F29,360,NA,87.75,NA,260,NA,63.38,NA,90,NA,21.94,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2011,NHS Western Isles,F60 - F69,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2011,NHS Western Isles,F10 - F19,80,NA,288.91,NA,60,NA,216.68,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2011,NHS Western Isles,F30 - F39,20,NA,72.23,NA,20,NA,72.23,NA,0,NA,0,NA,Mood Disorders
2011,NHS Western Isles,F40 - F49,10,NA,36.11,NA,10,NA,36.11,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2011,NHS Western Isles,F00 - F09 or Chapter G and second position F00,30,NA,108.34,NA,30,NA,108.34,NA,10,NA,36.11,NA,"Organic, Including Symptomatic Mental Disorders"
2011,NHS Western Isles,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2011,NHS Western Isles,F20 - F29,10,NA,36.11,NA,10,NA,36.11,NA,0,NA,0,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2011,State Hospitals Board for Scotland,F60 - F69,10,NA,NA,:,10,NA,NA,:,10,NA,NA,:,Disorders of Adult Personality & Behaviour
2011,State Hospitals Board for Scotland,F10 - F19,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2011,State Hospitals Board for Scotland,F30 - F39,10,NA,NA,:,0,NA,NA,:,0,NA,NA,:,Mood Disorders
2011,State Hospitals Board for Scotland,F40 - F49,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
2011,State Hospitals Board for Scotland,F00 - F09 or Chapter G and second position F00,10,NA,NA,:,0,NA,NA,:,0,NA,NA,:,"Organic, Including Symptomatic Mental Disorders"
2011,State Hospitals Board for Scotland,"F50 - F59, F70 - F99",20,NA,NA,:,20,NA,NA,:,10,NA,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
2011,State Hospitals Board for Scotland,F20 - F29,220,NA,NA,:,120,NA,NA,:,100,NA,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
2012,NHS Ayrshire and Arran,F60 - F69,110,NA,29.47,NA,70,NA,18.76,NA,10,NA,2.68,NA,Disorders of Adult Personality & Behaviour
2012,NHS Ayrshire and Arran,F10 - F19,980,NA,262.58,NA,660,NA,176.84,NA,20,NA,5.36,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2012,NHS Ayrshire and Arran,F30 - F39,280,NA,75.02,NA,210,NA,56.27,NA,30,NA,8.04,NA,Mood Disorders
2012,NHS Ayrshire and Arran,F40 - F49,180,NA,48.23,NA,140,NA,37.51,NA,10,NA,2.68,NA,"Neurotic, Stress-related & Somatoform Disorders"
2012,NHS Ayrshire and Arran,F00 - F09 or Chapter G and second position F00,310,NA,83.06,NA,230,NA,61.63,NA,80,NA,21.44,NA,"Organic, Including Symptomatic Mental Disorders"
2012,NHS Ayrshire and Arran,"F50 - F59, F70 - F99",60,NA,16.08,NA,40,NA,10.72,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2012,NHS Ayrshire and Arran,F20 - F29,280,NA,75.02,NA,170,NA,45.55,NA,60,NA,16.08,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2012,NHS Borders,F60 - F69,50,NA,43.97,NA,30,NA,26.38,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2012,NHS Borders,F10 - F19,200,NA,175.87,NA,150,NA,131.9,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2012,NHS Borders,F30 - F39,100,NA,87.94,NA,60,NA,52.76,NA,10,NA,8.79,NA,Mood Disorders
2012,NHS Borders,F40 - F49,60,NA,52.76,NA,50,NA,43.97,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2012,NHS Borders,F00 - F09 or Chapter G and second position F00,190,NA,167.08,NA,140,NA,123.11,NA,30,NA,26.38,NA,"Organic, Including Symptomatic Mental Disorders"
2012,NHS Borders,"F50 - F59, F70 - F99",20,NA,17.59,NA,10,NA,8.79,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2012,NHS Borders,F20 - F29,150,NA,131.9,NA,80,NA,70.35,NA,20,NA,17.59,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2012,NHS Dumfries and Galloway,F60 - F69,120,NA,79.55,NA,60,NA,39.78,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2012,NHS Dumfries and Galloway,F10 - F19,240,NA,159.11,NA,160,NA,106.07,NA,10,NA,6.63,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2012,NHS Dumfries and Galloway,F30 - F39,270,NA,179,NA,120,NA,79.55,NA,10,NA,6.63,NA,Mood Disorders
2012,NHS Dumfries and Galloway,F40 - F49,80,NA,53.04,NA,70,NA,46.41,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2012,NHS Dumfries and Galloway,F00 - F09 or Chapter G and second position F00,190,NA,125.96,NA,130,NA,86.18,NA,20,NA,13.26,NA,"Organic, Including Symptomatic Mental Disorders"
2012,NHS Dumfries and Galloway,"F50 - F59, F70 - F99",20,NA,13.26,NA,20,NA,13.26,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2012,NHS Dumfries and Galloway,F20 - F29,180,NA,119.33,NA,80,NA,53.04,NA,20,NA,13.26,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2012,NHS Fife,F60 - F69,110,NA,30.04,NA,70,NA,19.11,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2012,NHS Fife,F10 - F19,580,NA,158.38,NA,370,NA,101.03,NA,10,NA,2.73,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2012,NHS Fife,F30 - F39,360,NA,98.3,NA,260,NA,71,NA,30,NA,8.19,NA,Mood Disorders
2012,NHS Fife,F40 - F49,170,NA,46.42,NA,150,NA,40.96,NA,10,NA,2.73,NA,"Neurotic, Stress-related & Somatoform Disorders"
2012,NHS Fife,F00 - F09 or Chapter G and second position F00,670,NA,182.96,NA,400,NA,109.23,NA,90,NA,24.58,NA,"Organic, Including Symptomatic Mental Disorders"
2012,NHS Fife,"F50 - F59, F70 - F99",30,NA,8.19,NA,30,NA,8.19,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2012,NHS Fife,F20 - F29,390,NA,106.5,NA,260,NA,71,NA,80,NA,21.85,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2012,NHS Forth Valley,F60 - F69,100,NA,33.43,NA,70,NA,23.4,NA,10,NA,3.34,NA,Disorders of Adult Personality & Behaviour
2012,NHS Forth Valley,F10 - F19,450,NA,150.46,NA,320,NA,106.99,NA,10,NA,3.34,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2012,NHS Forth Valley,F30 - F39,210,NA,70.21,NA,170,NA,56.84,NA,10,NA,3.34,NA,Mood Disorders
2012,NHS Forth Valley,F40 - F49,130,NA,43.47,NA,110,NA,36.78,NA,10,NA,3.34,NA,"Neurotic, Stress-related & Somatoform Disorders"
2012,NHS Forth Valley,F00 - F09 or Chapter G and second position F00,260,NA,86.93,NA,200,NA,66.87,NA,60,NA,20.06,NA,"Organic, Including Symptomatic Mental Disorders"
2012,NHS Forth Valley,"F50 - F59, F70 - F99",20,NA,6.69,NA,20,NA,6.69,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2012,NHS Forth Valley,F20 - F29,190,NA,63.53,NA,150,NA,50.15,NA,60,NA,20.06,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2012,NHS Grampian,F60 - F69,130,NA,22.67,NA,80,NA,13.95,NA,10,NA,1.74,NA,Disorders of Adult Personality & Behaviour
2012,NHS Grampian,F10 - F19,750,NA,130.8,NA,410,NA,71.5,NA,10,NA,1.74,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2012,NHS Grampian,F30 - F39,810,NA,141.26,NA,620,NA,108.13,NA,80,NA,13.95,NA,Mood Disorders
2012,NHS Grampian,F40 - F49,240,NA,41.86,NA,200,NA,34.88,NA,10,NA,1.74,NA,"Neurotic, Stress-related & Somatoform Disorders"
2012,NHS Grampian,F00 - F09 or Chapter G and second position F00,710,NA,123.82,NA,460,NA,80.22,NA,70,NA,12.21,NA,"Organic, Including Symptomatic Mental Disorders"
2012,NHS Grampian,"F50 - F59, F70 - F99",90,NA,15.7,NA,70,NA,12.21,NA,10,NA,1.74,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2012,NHS Grampian,F20 - F29,550,NA,95.92,NA,370,NA,64.53,NA,110,NA,19.18,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2012,NHS Greater Glasgow and Clyde,F60 - F69,320,NA,28.14,NA,230,NA,20.22,NA,30,NA,2.64,NA,Disorders of Adult Personality & Behaviour
2012,NHS Greater Glasgow and Clyde,F10 - F19,3940,NA,346.43,NA,2360,NA,207.51,NA,60,NA,5.28,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2012,NHS Greater Glasgow and Clyde,F30 - F39,1330,NA,116.94,NA,1020,NA,89.68,NA,160,NA,14.07,NA,Mood Disorders
2012,NHS Greater Glasgow and Clyde,F40 - F49,440,NA,38.69,NA,360,NA,31.65,NA,10,NA,0.88,NA,"Neurotic, Stress-related & Somatoform Disorders"
2012,NHS Greater Glasgow and Clyde,F00 - F09 or Chapter G and second position F00,1560,NA,137.16,NA,1040,NA,91.44,NA,260,NA,22.86,NA,"Organic, Including Symptomatic Mental Disorders"
2012,NHS Greater Glasgow and Clyde,"F50 - F59, F70 - F99",180,NA,15.83,NA,140,NA,12.31,NA,50,NA,4.4,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2012,NHS Greater Glasgow and Clyde,F20 - F29,1340,NA,117.82,NA,950,NA,83.53,NA,400,NA,35.17,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2012,NHS Highland,F60 - F69,130,NA,40.65,NA,90,NA,28.14,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2012,NHS Highland,F10 - F19,740,NA,231.39,NA,520,NA,162.6,NA,10,NA,3.13,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2012,NHS Highland,F30 - F39,320,NA,100.06,NA,260,NA,81.3,NA,30,NA,9.38,NA,Mood Disorders
2012,NHS Highland,F40 - F49,160,NA,50.03,NA,140,NA,43.78,NA,10,NA,3.13,NA,"Neurotic, Stress-related & Somatoform Disorders"
2012,NHS Highland,F00 - F09 or Chapter G and second position F00,370,NA,115.7,NA,240,NA,75.05,NA,50,NA,15.63,NA,"Organic, Including Symptomatic Mental Disorders"
2012,NHS Highland,"F50 - F59, F70 - F99",30,NA,9.38,NA,30,NA,9.38,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2012,NHS Highland,F20 - F29,280,NA,87.55,NA,210,NA,65.67,NA,60,NA,18.76,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2012,NHS Lanarkshire,F60 - F69,90,NA,13.8,NA,70,NA,10.73,NA,10,NA,1.53,NA,Disorders of Adult Personality & Behaviour
2012,NHS Lanarkshire,F10 - F19,1330,NA,203.92,NA,880,NA,134.92,NA,20,NA,3.07,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2012,NHS Lanarkshire,F30 - F39,810,NA,124.19,NA,650,NA,99.66,NA,60,NA,9.2,NA,Mood Disorders
2012,NHS Lanarkshire,F40 - F49,280,NA,42.93,NA,230,NA,35.26,NA,10,NA,1.53,NA,"Neurotic, Stress-related & Somatoform Disorders"
2012,NHS Lanarkshire,F00 - F09 or Chapter G and second position F00,950,NA,145.66,NA,480,NA,73.59,NA,110,NA,16.87,NA,"Organic, Including Symptomatic Mental Disorders"
2012,NHS Lanarkshire,"F50 - F59, F70 - F99",40,NA,6.13,NA,30,NA,4.6,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2012,NHS Lanarkshire,F20 - F29,440,NA,67.46,NA,310,NA,47.53,NA,100,NA,15.33,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2012,NHS Lothian,F60 - F69,190,NA,22.52,NA,130,NA,15.41,NA,20,NA,2.37,NA,Disorders of Adult Personality & Behaviour
2012,NHS Lothian,F10 - F19,1410,NA,167.11,NA,1020,NA,120.89,NA,20,NA,2.37,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2012,NHS Lothian,F30 - F39,860,NA,101.93,NA,660,NA,78.22,NA,90,NA,10.67,NA,Mood Disorders
2012,NHS Lothian,F40 - F49,400,NA,47.41,NA,330,NA,39.11,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2012,NHS Lothian,F00 - F09 or Chapter G and second position F00,2010,NA,238.23,NA,1180,NA,139.85,NA,210,NA,24.89,NA,"Organic, Including Symptomatic Mental Disorders"
2012,NHS Lothian,"F50 - F59, F70 - F99",130,NA,15.41,NA,100,NA,11.85,NA,20,NA,2.37,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2012,NHS Lothian,F20 - F29,780,NA,92.45,NA,570,NA,67.56,NA,200,NA,23.7,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2012,NHS Orkney,F60 - F69,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Disorders of Adult Personality & Behaviour
2012,NHS Orkney,F10 - F19,30,NA,139.34,NA,30,NA,139.34,NA,NA,:,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2012,NHS Orkney,F30 - F39,10,NA,46.45,NA,10,NA,46.45,NA,NA,:,NA,:,Mood Disorders
2012,NHS Orkney,F40 - F49,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
2012,NHS Orkney,F00 - F09 or Chapter G and second position F00,10,NA,46.45,NA,10,NA,46.45,NA,NA,:,NA,:,"Organic, Including Symptomatic Mental Disorders"
2012,NHS Orkney,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
2012,NHS Orkney,F20 - F29,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
2012,NHS Shetland,F60 - F69,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Disorders of Adult Personality & Behaviour
2012,NHS Shetland,F10 - F19,40,NA,172.34,NA,40,NA,172.34,NA,NA,:,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2012,NHS Shetland,F30 - F39,20,NA,86.17,NA,20,NA,86.17,NA,NA,:,NA,:,Mood Disorders
2012,NHS Shetland,F40 - F49,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
2012,NHS Shetland,F00 - F09 or Chapter G and second position F00,10,NA,43.08,NA,0,NA,0,NA,NA,:,NA,:,"Organic, Including Symptomatic Mental Disorders"
2012,NHS Shetland,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
2012,NHS Shetland,F20 - F29,10,NA,43.08,NA,0,NA,0,NA,NA,:,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
2012,NHS Tayside,F60 - F69,150,NA,36.43,NA,80,NA,19.43,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2012,NHS Tayside,F10 - F19,620,NA,150.58,NA,440,NA,106.86,NA,20,NA,4.86,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2012,NHS Tayside,F30 - F39,570,NA,138.44,NA,440,NA,106.86,NA,60,NA,14.57,NA,Mood Disorders
2012,NHS Tayside,F40 - F49,230,NA,55.86,NA,190,NA,46.15,NA,10,NA,2.43,NA,"Neurotic, Stress-related & Somatoform Disorders"
2012,NHS Tayside,F00 - F09 or Chapter G and second position F00,550,NA,133.58,NA,430,NA,104.43,NA,80,NA,19.43,NA,"Organic, Including Symptomatic Mental Disorders"
2012,NHS Tayside,"F50 - F59, F70 - F99",40,NA,9.71,NA,30,NA,7.29,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2012,NHS Tayside,F20 - F29,360,NA,87.43,NA,270,NA,65.58,NA,110,NA,26.72,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2012,NHS Western Isles,F60 - F69,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2012,NHS Western Isles,F10 - F19,70,NA,253.99,NA,50,NA,181.42,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2012,NHS Western Isles,F30 - F39,30,NA,108.85,NA,20,NA,72.57,NA,0,NA,0,NA,Mood Disorders
2012,NHS Western Isles,F40 - F49,20,NA,72.57,NA,10,NA,36.28,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2012,NHS Western Isles,F00 - F09 or Chapter G and second position F00,20,NA,72.57,NA,20,NA,72.57,NA,10,NA,36.28,NA,"Organic, Including Symptomatic Mental Disorders"
2012,NHS Western Isles,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2012,NHS Western Isles,F20 - F29,10,NA,36.28,NA,10,NA,36.28,NA,0,NA,0,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2012,State Hospitals Board for Scotland,F60 - F69,10,NA,NA,:,10,NA,NA,:,0,NA,NA,:,Disorders of Adult Personality & Behaviour
2012,State Hospitals Board for Scotland,F10 - F19,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2012,State Hospitals Board for Scotland,F30 - F39,0,NA,NA,:,0,NA,NA,:,10,NA,NA,:,Mood Disorders
2012,State Hospitals Board for Scotland,F40 - F49,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
